CSD,BOROUGH,SCHOOL CODE,SCHOOL NAME,GRADE ,PROGRAM TYPE,CORE SUBJECT (MS CORE and 9-12 ONLY),CORE COURSE (MS CORE and 9-12 ONLY),SERVICE CATEGORY(K-9* ONLY),NUMBER OF STUDENTS / SEATS FILLED,NUMBER OF SECTIONS,AVERAGE CLASS SIZE,SIZE OF SMALLEST CLASS,SIZE OF LARGEST CLASS,DATA SOURCE,SCHOOLWIDE PUPIL-TEACHER RATIO,padded_csd,DBN
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,CTT,SOCIAL STUDIES,Other Social Studies,-,110.0,4.0,27.5,25.0,29.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,SPEC ED,ENGLISH,MS English Core,-,23.0,2.0,11.5,11.0,12.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,SPEC ED,SCIENCE,Other Science,-,23.0,2.0,11.5,11.0,12.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,MS Core,SPEC ED,SOCIAL STUDIES,Other Social Studies,-,23.0,2.0,11.5,11.0,12.0,STARS,,30,30Q204
30,Q,Q204,I.S. 204 Oliver W. Holmes,,,,,,,,,,,,14.8,30,30Q204
30,Q,Q212,P.S. 212,0K,GEN ED,-,-,-,97.0,4.0,24.3,23.0,25.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,0K,CTT,-,-,-,23.0,1.0,23.0,23.0,23.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,1,GEN ED,-,-,-,103.0,4.0,25.8,25.0,26.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,1,CTT,-,-,-,25.0,1.0,25.0,25.0,25.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,2,GEN ED,-,-,-,118.0,5.0,23.6,15.0,27.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,3,GEN ED,-,-,-,116.0,5.0,23.2,14.0,27.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,4,GEN ED,-,-,-,105.0,4.0,26.3,26.0,27.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,4,CTT,-,-,-,28.0,1.0,28.0,28.0,28.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,5,GEN ED,-,-,-,116.0,4.0,29.0,28.0,30.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,0K-09,SPEC ED,-,-,12:1:1,32.0,3.0,10.7,10.0,11.0,ATS,,30,30Q212
30,Q,Q212,P.S. 212,,,,,,,,,,,,15.9,30,30Q212
30,Q,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,0K,GEN ED,-,-,-,95.0,4.0,23.8,23.0,24.0,ATS,,30,30Q222
30,Q,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,1,GEN ED,-,-,-,87.0,4.0,21.8,18.0,25.0,ATS,,30,30Q222
30,Q,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,2,GEN ED,-,-,-,88.0,4.0,22.0,18.0,24.0,ATS,,30,30Q222
30,Q,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,0K-09,SPEC ED,-,-,12:1:1,6.0,1.0,6.0,6.0,6.0,ATS,,30,30Q222
30,Q,Q222,P.S. Q222 - Fire Fighter Christopher A. Santora School,,,,,,,,,,,,13.2,30,30Q222
30,Q,Q227,I.S. 227 Louis Armstrong,5,GEN ED,-,-,-,149.0,5.0,29.8,29.0,30.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,6,GEN ED,-,-,-,349.0,12.0,29.1,27.0,31.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,6,CTT,-,-,-,60.0,2.0,30.0,30.0,30.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,7,GEN ED,-,-,-,324.0,11.0,29.5,28.0,30.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,7,CTT,-,-,-,87.0,3.0,29.0,28.0,30.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,8,GEN ED,-,-,-,316.0,11.0,28.7,26.0,30.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,8,CTT,-,-,-,88.0,3.0,29.3,28.0,30.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,0K-09,SPEC ED,-,-,12:1,35.0,3.0,11.7,11.0,12.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,0K-09,SPEC ED,-,-,12:1:1,45.0,6.0,7.5,4.0,11.0,ATS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,GEN ED,ENGLISH,MS English Core,-,1779.0,61.0,29.2,26.0,31.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,GEN ED,MATH,MS Math Core,-,1051.0,39.0,26.9,12.0,31.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,GEN ED,MATH,Integrated Algebra,-,88.0,6.0,14.7,12.0,18.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,GEN ED,SCIENCE,MS Science Core,-,1051.0,39.0,26.9,12.0,31.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,1139.0,39.0,29.2,26.0,31.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,CTT,ENGLISH,MS English Core,-,408.0,14.0,29.1,28.0,30.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,CTT,MATH,MS Math Core,-,234.0,8.0,29.3,28.0,30.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,CTT,SCIENCE,MS Science Core,-,234.0,8.0,29.3,28.0,30.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,234.0,8.0,29.3,28.0,30.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,SPEC ED,ENGLISH,MS English Core,-,94.0,9.0,10.4,5.0,12.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,SPEC ED,MATH,MS Math Core,-,72.0,7.0,10.3,5.0,12.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,SPEC ED,SCIENCE,MS Science Core,-,72.0,7.0,10.3,5.0,12.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,72.0,7.0,10.3,5.0,12.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,09-12,GEN ED,SCIENCE,Living Environment,-,88.0,6.0,14.7,12.0,18.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,09-12,SPEC ED,ENGLISH,MS English Core,-,45.0,4.0,11.3,11.0,12.0,STARS,,30,30Q227
30,Q,Q227,I.S. 227 Louis Armstrong,,,,,,,,,,,,18.0,30,30Q227
30,Q,Q228,P.S. 228 Early Childhood Magnet School of the Arts,0K,GEN ED,-,-,-,53.0,2.0,26.5,25.0,28.0,ATS,,30,30Q228
30,Q,Q228,P.S. 228 Early Childhood Magnet School of the Arts,0K,CTT,-,-,-,49.0,2.0,24.5,24.0,25.0,ATS,,30,30Q228
30,Q,Q228,P.S. 228 Early Childhood Magnet School of the Arts,1,GEN ED,-,-,-,69.0,3.0,23.0,17.0,28.0,ATS,,30,30Q228
30,Q,Q228,P.S. 228 Early Childhood Magnet School of the Arts,1,CTT,-,-,-,49.0,2.0,24.5,24.0,25.0,ATS,,30,30Q228
31,R,R034,I.S. 034 Tottenville,7,CTT,-,-,-,99.0,3.0,33.0,33.0,33.0,ATS,,31,31R034
30,Q,Q228,P.S. 228 Early Childhood Magnet School of the Arts,2,GEN ED,-,-,-,48.0,2.0,24.0,23.0,25.0,ATS,,30,30Q228
30,Q,Q228,P.S. 228 Early Childhood Magnet School of the Arts,2,CTT,-,-,-,45.0,2.0,22.5,21.0,24.0,ATS,,30,30Q228
30,Q,Q228,P.S. 228 Early Childhood Magnet School of the Arts,,,,,,,,,,,,12.1,30,30Q228
30,Q,Q230,I.S. 230,6,GEN ED,-,-,-,272.0,9.0,30.2,27.0,33.0,ATS,,30,30Q230
30,Q,Q230,I.S. 230,6,CTT,-,-,-,30.0,1.0,30.0,30.0,30.0,ATS,,30,30Q230
30,Q,Q230,I.S. 230,7,GEN ED,-,-,-,280.0,9.0,31.1,28.0,35.0,ATS,,30,30Q230
30,Q,Q230,I.S. 230,7,CTT,-,-,-,29.0,1.0,29.0,29.0,29.0,ATS,,30,30Q230
30,Q,Q230,I.S. 230,8,GEN ED,-,-,-,262.0,9.0,29.1,26.0,32.0,ATS,,30,30Q230
30,Q,Q230,I.S. 230,8,CTT,-,-,-,24.0,1.0,24.0,24.0,24.0,ATS,,30,30Q230
30,Q,Q230,I.S. 230,0K-09,SPEC ED,-,-,12:1,22.0,2.0,11.0,11.0,11.0,ATS,,30,30Q230
30,Q,Q230,I.S. 230,0K-09,SPEC ED,-,-,12:1:1,37.0,4.0,9.3,7.0,12.0,ATS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,GEN ED,ENGLISH,MS English Core,-,816.0,27.0,30.2,26.0,35.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,GEN ED,MATH,MS Math Core,-,813.0,27.0,30.1,26.0,34.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,GEN ED,SCIENCE,MS Science Core,-,813.0,27.0,30.1,26.0,34.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,813.0,27.0,30.1,26.0,34.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,CTT,ENGLISH,MS English Core,-,78.0,3.0,26.0,24.0,28.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,CTT,MATH,MS Math Core,-,83.0,3.0,27.7,24.0,30.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,CTT,SCIENCE,MS Science Core,-,83.0,3.0,27.7,24.0,30.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,83.0,3.0,27.7,24.0,30.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,SPEC ED,ENGLISH,MS English Core,-,59.0,6.0,9.8,7.0,12.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,SPEC ED,MATH,MS Math Core,-,59.0,6.0,9.8,7.0,12.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,SPEC ED,SCIENCE,MS Science Core,-,59.0,6.0,9.8,7.0,12.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,MS Core,SPEC ED,SOCIAL STUDIES,MS Social Studies Core,-,59.0,6.0,9.8,7.0,12.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,09-12,GEN ED,MATH,Integrated Algebra,-,32.0,1.0,32.0,32.0,32.0,STARS,,30,30Q230
30,Q,Q230,I.S. 230,,,,,,,,,,,,16.6,30,30Q230
30,Q,Q234,P.S. 234,0K,GEN ED,-,-,-,87.0,4.0,21.8,21.0,22.0,ATS,,30,30Q234
30,Q,Q234,P.S. 234,0K,CTT,-,-,-,20.0,1.0,20.0,20.0,20.0,ATS,,30,30Q234
30,Q,Q234,P.S. 234,1,GEN ED,-,-,-,100.0,4.0,25.0,23.0,26.0,ATS,,30,30Q234
30,Q,Q234,P.S. 234,2,GEN ED,-,-,-,102.0,4.0,25.5,25.0,26.0,ATS,,30,30Q234
30,Q,Q234,P.S. 234,3,GEN ED,-,-,-,112.0,4.0,28.0,27.0,29.0,ATS,,30,30Q234
30,Q,Q234,P.S. 234,4,GEN ED,-,-,-,106.0,4.0,26.5,25.0,28.0,ATS,,30,30Q234
30,Q,Q234,P.S. 234,5,GEN ED,-,-,-,103.0,4.0,25.8,24.0,28.0,ATS,,30,30Q234
30,Q,Q234,P.S. 234,0K-09,SPEC ED,-,-,12:1:1,30.0,4.0,7.5,5.0,10.0,ATS,,30,30Q234
30,Q,Q234,P.S. 234,,,,,,,,,,,,16.1,30,30Q234
30,Q,Q235,Academy for New Americans,6,GEN ED,-,-,-,45.0,2.0,22.5,18.0,27.0,ATS,,30,30Q235
30,Q,Q235,Academy for New Americans,7,GEN ED,-,-,-,71.0,3.0,23.7,15.0,33.0,ATS,,30,30Q235
30,Q,Q235,Academy for New Americans,8,GEN ED,-,-,-,107.0,4.0,26.8,23.0,28.0,ATS,,30,30Q235
30,Q,Q235,Academy for New Americans,MS Core,GEN ED,MATH,MS Math Core,-,292.0,13.0,22.5,14.0,34.0,STARS,,30,30Q235
30,Q,Q235,Academy for New Americans,MS Core,GEN ED,SCIENCE,MS Science Core,-,215.0,9.0,23.9,14.0,34.0,STARS,,30,30Q235
30,Q,Q235,Academy for New Americans,MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,215.0,9.0,23.9,14.0,34.0,STARS,,30,30Q235
30,Q,Q235,Academy for New Americans,09-12,GEN ED,ENGLISH,MS English Core,-,138.0,6.0,23.0,14.0,34.0,STARS,,30,30Q235
30,Q,Q235,Academy for New Americans,,,,,,,,,,,,14.8,30,30Q235
30,Q,Q280,P.S. 280,0K,GEN ED,-,-,-,73.0,3.0,24.3,24.0,25.0,ATS,,30,30Q280
30,Q,Q280,P.S. 280,0K,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,30,30Q280
30,Q,Q280,P.S. 280,0K-09,SPEC ED,-,-,12:1:1,12.0,1.0,12.0,12.0,12.0,ATS,,30,30Q280
30,Q,Q280,P.S. 280,,,,,,,,,,,,12.8,30,30Q280
30,Q,Q286,"Young Women's Leadership School, Astoria",6,GEN ED,-,-,-,62.0,3.0,20.7,20.0,22.0,ATS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",6,CTT,-,-,-,21.0,1.0,21.0,21.0,21.0,ATS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",7,GEN ED,-,-,-,87.0,4.0,21.8,21.0,22.0,ATS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",8,GEN ED,-,-,-,85.0,4.0,21.3,21.0,22.0,ATS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,GEN ED,ENGLISH,MS English Core,-,234.0,11.0,21.3,20.0,23.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,GEN ED,MATH,MS Math Core,-,234.0,11.0,21.3,20.0,22.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,GEN ED,SCIENCE,MS Science Core,-,234.0,11.0,21.3,20.0,22.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,GEN ED,SOCIAL STUDIES,MS Social Studies Core,-,149.0,7.0,21.3,20.0,22.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,GEN ED,SOCIAL STUDIES,US History & Government,-,85.0,4.0,21.3,20.0,22.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,CTT,ENGLISH,MS English Core,-,21.0,1.0,21.0,21.0,21.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,CTT,MATH,MS Math Core,-,21.0,1.0,21.0,21.0,21.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,CTT,SCIENCE,MS Science Core,-,21.0,1.0,21.0,21.0,21.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",MS Core,CTT,SOCIAL STUDIES,MS Social Studies Core,-,21.0,1.0,21.0,21.0,21.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,GEN ED,ENGLISH,English 9,-,89.0,4.0,22.3,20.0,24.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,GEN ED,ENGLISH,English 10,-,84.0,4.0,21.0,20.0,23.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,GEN ED,MATH,Integrated Algebra,-,92.0,4.0,23.0,22.0,25.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,GEN ED,MATH,Geometry,-,60.0,3.0,20.0,19.0,21.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,GEN ED,SCIENCE,Earth Science,-,61.0,3.0,20.3,20.0,21.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,GEN ED,SCIENCE,Living Environment,-,91.0,4.0,22.8,22.0,23.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,173.0,8.0,21.6,19.0,24.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,CTT,MATH,Geometry,-,21.0,1.0,21.0,21.0,21.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",09-12,CTT,SCIENCE,Living Environment,-,21.0,1.0,21.0,21.0,21.0,STARS,,30,30Q286
30,Q,Q286,"Young Women's Leadership School, Astoria",,,,,,,,,,,,14.5,30,30Q286
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,ENGLISH,English 10,-,90.0,4.0,22.5,16.0,26.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,ENGLISH,English 11,-,94.0,4.0,23.5,18.0,27.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,ENGLISH,Other English,-,31.0,2.0,15.5,12.0,19.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,MATH,Integrated Algebra,-,90.0,4.0,22.5,21.0,24.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,MATH,Geometry,-,93.0,4.0,23.3,16.0,26.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,MATH,Other Math,-,93.0,4.0,23.3,17.0,27.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,SCIENCE,Earth Science,-,94.0,4.0,23.5,19.0,26.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,SCIENCE,Living Environment,-,91.0,4.0,22.8,22.0,24.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,SCIENCE,Chemistry,-,93.0,4.0,23.3,17.0,27.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,88.0,4.0,22.0,15.0,26.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,95.0,4.0,23.8,17.0,28.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,CTT,MATH,Integrated Algebra,-,23.0,1.0,23.0,23.0,23.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,CTT,SCIENCE,Living Environment,-,23.0,1.0,23.0,23.0,23.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,09-12,CTT,SCIENCE,Other Science,-,14.0,1.0,14.0,14.0,14.0,STARS,,30,30Q301
30,Q,Q301,Academy for Careers in Television and Film,,,,,,,,,,,,12.5,30,30Q301
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,ENGLISH,English 9,-,506.0,15.0,33.7,32.0,35.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,ENGLISH,English 10,-,573.0,17.0,33.7,32.0,36.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,ENGLISH,English 11,-,712.0,22.0,32.4,27.0,35.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,ENGLISH,English 12,-,349.0,12.0,29.1,23.0,33.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,ENGLISH,Other English,-,376.0,13.0,28.9,19.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,MATH,Integrated Algebra,-,1497.0,50.0,29.9,14.0,36.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,MATH,Geometry,-,720.0,25.0,28.8,11.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,MATH,Trigonometry,-,249.0,10.0,24.9,18.0,31.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,MATH,Math A,-,208.0,7.0,29.7,15.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,MATH,Other Math,-,115.0,4.0,28.8,17.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SCIENCE,Earth Science,-,1335.0,47.0,28.4,11.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SCIENCE,Living Environment,-,1683.0,58.0,29.0,12.0,35.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SCIENCE,Chemistry,-,598.0,21.0,28.5,14.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SCIENCE,Physics,-,170.0,7.0,24.3,14.0,33.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SCIENCE,Other Science,-,819.0,27.0,30.3,11.0,39.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SOCIAL STUDIES,Global History & Geography,-,1420.0,45.0,31.6,18.0,36.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SOCIAL STUDIES,US History & Government,-,759.0,27.0,28.1,15.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SOCIAL STUDIES,Economics,-,110.0,4.0,27.5,23.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SOCIAL STUDIES,Participation in Government,-,398.0,15.0,26.5,15.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,GEN ED,SOCIAL STUDIES,Other Social Studies,-,371.0,12.0,30.9,24.0,35.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,ENGLISH,English 9,-,59.0,2.0,29.5,26.0,33.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,ENGLISH,English 10,-,33.0,1.0,33.0,33.0,33.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,ENGLISH,English 11,-,34.0,1.0,34.0,34.0,34.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,ENGLISH,English 12,-,33.0,1.0,33.0,33.0,33.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,ENGLISH,Other English,-,68.0,3.0,22.7,18.0,31.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,MATH,Integrated Algebra,-,30.0,1.0,30.0,30.0,30.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,MATH,Geometry,-,20.0,1.0,20.0,20.0,20.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,SCIENCE,Earth Science,-,89.0,4.0,22.3,18.0,30.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,SCIENCE,Living Environment,-,64.0,3.0,21.3,14.0,31.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,SCIENCE,Other Science,-,56.0,2.0,28.0,23.0,33.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,SOCIAL STUDIES,Global History & Geography,-,91.0,3.0,30.3,30.0,31.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,SOCIAL STUDIES,US History & Government,-,31.0,1.0,31.0,31.0,31.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,CTT,SOCIAL STUDIES,Participation in Government,-,28.0,1.0,28.0,28.0,28.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,ENGLISH,English 9,-,42.0,3.0,14.0,14.0,14.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,ENGLISH,English 10,-,55.0,4.0,13.8,11.0,16.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,ENGLISH,English 11,-,27.0,2.0,13.5,13.0,14.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,ENGLISH,English 12,-,11.0,1.0,11.0,11.0,11.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,ENGLISH,Other English,-,17.0,1.0,17.0,17.0,17.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,MATH,Integrated Algebra,-,139.0,11.0,12.6,10.0,16.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,MATH,Geometry,-,26.0,2.0,13.0,10.0,16.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,SCIENCE,Earth Science,-,110.0,7.0,15.7,11.0,21.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,SCIENCE,Living Environment,-,53.0,3.0,17.7,16.0,19.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,SCIENCE,Other Science,-,74.0,5.0,14.8,14.0,16.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,SOCIAL STUDIES,Global History & Geography,-,133.0,9.0,14.8,11.0,17.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,SOCIAL STUDIES,US History & Government,-,33.0,2.0,16.5,14.0,19.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,09-12,SPEC ED,SOCIAL STUDIES,Participation in Government,-,10.0,1.0,10.0,10.0,10.0,STARS,,30,30Q445
30,Q,Q445,William Cullen Bryant High School,,,,,,,,,,,,18.9,30,30Q445
30,Q,Q450,Long Island City High School,09-12,GEN ED,ENGLISH,English 9,-,638.0,22.0,29.0,15.0,34.0,STARS,,30,30Q450
30,Q,Q450,Long Island City High School,09-12,GEN ED,ENGLISH,English 10,-,642.0,22.0,29.2,20.0,34.0,STARS,,30,30Q450
30,Q,Q450,Long Island City High School,09-12,GEN ED,ENGLISH,English 11,-,474.0,18.0,26.3,16.0,34.0,STARS,,30,30Q450
